coach_id,country_id,cup_id,Coach Name
7773,URS,1966,MOROZOV Nikolai (URS)
7774,ITA,1966,FABBRI Edmondo (ITA)
7775,URS,1966,MOROZOV Nikolai (URS)
7776,ITA,1966,FABBRI Edmondo (ITA)
7777,URS,1966,MOROZOV Nikolai (URS)
7778,ITA,1966,FABBRI Edmondo (ITA)
7779,URS,1966,MOROZOV Nikolai (URS)
7780,ITA,1966,FABBRI Edmondo (ITA)
7781,URS,1966,MOROZOV Nikolai (URS)
7782,ITA,1966,FABBRI Edmondo (ITA)
7783,URS,1966,MOROZOV Nikolai (URS)
7784,ITA,1966,FABBRI Edmondo (ITA)
7785,URS,1966,MOROZOV Nikolai (URS)
7786,ITA,1966,FABBRI Edmondo (ITA)
7787,URS,1966,MOROZOV Nikolai (URS)
7788,ITA,1966,FABBRI Edmondo (ITA)
7789,URS,1966,MOROZOV Nikolai (URS)
7790,ITA,1966,FABBRI Edmondo (ITA)
7791,URS,1966,MOROZOV Nikolai (URS)
7792,ITA,1966,FABBRI Edmondo (ITA)
7793,URS,1966,MOROZOV Nikolai (URS)
7794,ITA,1966,FABBRI Edmondo (ITA)
7795,URS,1966,MOROZOV Nikolai (URS)
7796,ITA,1966,FABBRI Edmondo (ITA)
7797,URS,1966,MOROZOV Nikolai (URS)
7798,ITA,1966,FABBRI Edmondo (ITA)
7799,URS,1966,MOROZOV Nikolai (URS)
7800,ITA,1966,FABBRI Edmondo (ITA)
7801,URS,1966,MOROZOV Nikolai (URS)
7802,ITA,1966,FABBRI Edmondo (ITA)
7803,URS,1966,MOROZOV Nikolai (URS)
7804,ITA,1966,FABBRI Edmondo (ITA)
7805,URS,1966,MOROZOV Nikolai (URS)
7806,ITA,1966,FABBRI Edmondo (ITA)
7807,URS,1966,MOROZOV Nikolai (URS)
7808,ITA,1966,FABBRI Edmondo (ITA)
7809,URS,1966,MOROZOV Nikolai (URS)
7810,ITA,1966,FABBRI Edmondo (ITA)
7811,URS,1966,MOROZOV Nikolai (URS)
7812,ITA,1966,FABBRI Edmondo (ITA)
7813,URS,1966,MOROZOV Nikolai (URS)
7814,ITA,1966,FABBRI Edmondo (ITA)
7815,URS,1966,MOROZOV Nikolai (URS)
7816,ITA,1966,FABBRI Edmondo (ITA)
7817,ENG,1966,RAMSEY Alf (ENG)
7818,MEX,1966,TRELLEZ Ignacio (MEX)
7819,ENG,1966,RAMSEY Alf (ENG)
7820,MEX,1966,TRELLEZ Ignacio (MEX)
7821,ENG,1966,RAMSEY Alf (ENG)
7822,MEX,1966,TRELLEZ Ignacio (MEX)
7823,ENG,1966,RAMSEY Alf (ENG)
7824,MEX,1966,TRELLEZ Ignacio (MEX)
7825,ENG,1966,RAMSEY Alf (ENG)
7826,MEX,1966,TRELLEZ Ignacio (MEX)
7827,ENG,1966,RAMSEY Alf (ENG)
7828,MEX,1966,TRELLEZ Ignacio (MEX)
7829,ENG,1966,RAMSEY Alf (ENG)
7830,MEX,1966,TRELLEZ Ignacio (MEX)
7831,ENG,1966,RAMSEY Alf (ENG)
7832,MEX,1966,TRELLEZ Ignacio (MEX)
7833,ENG,1966,RAMSEY Alf (ENG)
7834,MEX,1966,TRELLEZ Ignacio (MEX)
7835,ENG,1966,RAMSEY Alf (ENG)
7836,MEX,1966,TRELLEZ Ignacio (MEX)
7837,ENG,1966,RAMSEY Alf (ENG)
7838,MEX,1966,TRELLEZ Ignacio (MEX)
7839,ENG,1966,RAMSEY Alf (ENG)
7840,MEX,1966,TRELLEZ Ignacio (MEX)
7841,ENG,1966,RAMSEY Alf (ENG)
7842,MEX,1966,TRELLEZ Ignacio (MEX)
7843,ENG,1966,RAMSEY Alf (ENG)
7844,MEX,1966,TRELLEZ Ignacio (MEX)
7845,ENG,1966,RAMSEY Alf (ENG)
7846,MEX,1966,TRELLEZ Ignacio (MEX)
7847,ENG,1966,RAMSEY Alf (ENG)
7848,MEX,1966,TRELLEZ Ignacio (MEX)
7849,ENG,1966,RAMSEY Alf (ENG)
7850,MEX,1966,TRELLEZ Ignacio (MEX)
7851,ENG,1966,RAMSEY Alf (ENG)
7852,MEX,1966,TRELLEZ Ignacio (MEX)
7853,ENG,1966,RAMSEY Alf (ENG)
7854,MEX,1966,TRELLEZ Ignacio (MEX)
7855,ENG,1966,RAMSEY Alf (ENG)
7856,MEX,1966,TRELLEZ Ignacio (MEX)
7857,ENG,1966,RAMSEY Alf (ENG)
7858,MEX,1966,TRELLEZ Ignacio (MEX)
7859,ENG,1966,RAMSEY Alf (ENG)
7860,MEX,1966,TRELLEZ Ignacio (MEX)
7861,URU,1966,VIERA Ondino (URU)
7862,MEX,1966,TRELLEZ Ignacio (MEX)
7863,URU,1966,VIERA Ondino (URU)
7864,MEX,1966,TRELLEZ Ignacio (MEX)
7865,URU,1966,VIERA Ondino (URU)
7866,MEX,1966,TRELLEZ Ignacio (MEX)
7867,URU,1966,VIERA Ondino (URU)
7868,MEX,1966,TRELLEZ Ignacio (MEX)
7869,URU,1966,VIERA Ondino (URU)
7870,MEX,1966,TRELLEZ Ignacio (MEX)
7871,URU,1966,VIERA Ondino (URU)
7872,MEX,1966,TRELLEZ Ignacio (MEX)
7873,URU,1966,VIERA Ondino (URU)
7874,MEX,1966,TRELLEZ Ignacio (MEX)
7875,URU,1966,VIERA Ondino (URU)
7876,MEX,1966,TRELLEZ Ignacio (MEX)
7877,URU,1966,VIERA Ondino (URU)
7878,MEX,1966,TRELLEZ Ignacio (MEX)
7879,URU,1966,VIERA Ondino (URU)
7880,MEX,1966,TRELLEZ Ignacio (MEX)
7881,URU,1966,VIERA Ondino (URU)
7882,MEX,1966,TRELLEZ Ignacio (MEX)
7883,URU,1966,VIERA Ondino (URU)
7884,MEX,1966,TRELLEZ Ignacio (MEX)
7885,URU,1966,VIERA Ondino (URU)
7886,MEX,1966,TRELLEZ Ignacio (MEX)
7887,URU,1966,VIERA Ondino (URU)
7888,MEX,1966,TRELLEZ Ignacio (MEX)
7889,URU,1966,VIERA Ondino (URU)
7890,MEX,1966,TRELLEZ Ignacio (MEX)
7891,URU,1966,VIERA Ondino (URU)
7892,MEX,1966,TRELLEZ Ignacio (MEX)
7893,URU,1966,VIERA Ondino (URU)
7894,MEX,1966,TRELLEZ Ignacio (MEX)
7895,URU,1966,VIERA Ondino (URU)
7896,MEX,1966,TRELLEZ Ignacio (MEX)
7897,URU,1966,VIERA Ondino (URU)
7898,MEX,1966,TRELLEZ Ignacio (MEX)
7899,URU,1966,VIERA Ondino (URU)
7900,MEX,1966,TRELLEZ Ignacio (MEX)
7901,URU,1966,VIERA Ondino (URU)
7902,MEX,1966,TRELLEZ Ignacio (MEX)
7903,URU,1966,VIERA Ondino (URU)
7904,MEX,1966,TRELLEZ Ignacio (MEX)
7905,ARG,1966,LORENZO Juan Carlos (ARG)
7906,SUI,1966,FONI Alfredo (ITA)
7907,ARG,1966,LORENZO Juan Carlos (ARG)
7908,SUI,1966,FONI Alfredo (ITA)
7909,ARG,1966,LORENZO Juan Carlos (ARG)
7910,SUI,1966,FONI Alfredo (ITA)
7911,ARG,1966,LORENZO Juan Carlos (ARG)
7912,SUI,1966,FONI Alfredo (ITA)
7913,ARG,1966,LORENZO Juan Carlos (ARG)
7914,SUI,1966,FONI Alfredo (ITA)
7915,ARG,1966,LORENZO Juan Carlos (ARG)
7916,SUI,1966,FONI Alfredo (ITA)
7917,ARG,1966,LORENZO Juan Carlos (ARG)
7918,SUI,1966,FONI Alfredo (ITA)
7919,ARG,1966,LORENZO Juan Carlos (ARG)
7920,SUI,1966,FONI Alfredo (ITA)
7921,ARG,1966,LORENZO Juan Carlos (ARG)
7922,SUI,1966,FONI Alfredo (ITA)
7923,ARG,1966,LORENZO Juan Carlos (ARG)
7924,SUI,1966,FONI Alfredo (ITA)
7925,ARG,1966,LORENZO Juan Carlos (ARG)
7926,SUI,1966,FONI Alfredo (ITA)
7927,ARG,1966,LORENZO Juan Carlos (ARG)
7928,SUI,1966,FONI Alfredo (ITA)
7929,ARG,1966,LORENZO Juan Carlos (ARG)
7930,SUI,1966,FONI Alfredo (ITA)
7931,ARG,1966,LORENZO Juan Carlos (ARG)
7932,SUI,1966,FONI Alfredo (ITA)
7933,ARG,1966,LORENZO Juan Carlos (ARG)
7934,SUI,1966,FONI Alfredo (ITA)
7935,ARG,1966,LORENZO Juan Carlos (ARG)
7936,SUI,1966,FONI Alfredo (ITA)
7937,ARG,1966,LORENZO Juan Carlos (ARG)
7938,SUI,1966,FONI Alfredo (ITA)
7939,ARG,1966,LORENZO Juan Carlos (ARG)
7940,SUI,1966,FONI Alfredo (ITA)
7941,ARG,1966,LORENZO Juan Carlos (ARG)
7942,SUI,1966,FONI Alfredo (ITA)
7943,ARG,1966,LORENZO Juan Carlos (ARG)
7944,SUI,1966,FONI Alfredo (ITA)
7945,ARG,1966,LORENZO Juan Carlos (ARG)
7946,SUI,1966,FONI Alfredo (ITA)
7947,ARG,1966,LORENZO Juan Carlos (ARG)
7948,SUI,1966,FONI Alfredo (ITA)
7949,POR,1966,GLORIA Otto (BRA)
7950,BRA,1966,FEOLA Vicente (BRA)
7951,POR,1966,GLORIA Otto (BRA)
7952,BRA,1966,FEOLA Vicente (BRA)
7953,POR,1966,GLORIA Otto (BRA)
7954,BRA,1966,FEOLA Vicente (BRA)
7955,POR,1966,GLORIA Otto (BRA)
7956,BRA,1966,FEOLA Vicente (BRA)
7957,POR,1966,GLORIA Otto (BRA)
7958,BRA,1966,FEOLA Vicente (BRA)
7959,POR,1966,GLORIA Otto (BRA)
7960,BRA,1966,FEOLA Vicente (BRA)
7961,POR,1966,GLORIA Otto (BRA)
7962,BRA,1966,FEOLA Vicente (BRA)
7963,POR,1966,GLORIA Otto (BRA)
7964,BRA,1966,FEOLA Vicente (BRA)
7965,POR,1966,GLORIA Otto (BRA)
7966,BRA,1966,FEOLA Vicente (BRA)
7967,POR,1966,GLORIA Otto (BRA)
7968,BRA,1966,FEOLA Vicente (BRA)
7969,POR,1966,GLORIA Otto (BRA)
7970,BRA,1966,FEOLA Vicente (BRA)
7971,POR,1966,GLORIA Otto (BRA)
7972,BRA,1966,FEOLA Vicente (BRA)
7973,POR,1966,GLORIA Otto (BRA)
7974,BRA,1966,FEOLA Vicente (BRA)
7975,POR,1966,GLORIA Otto (BRA)
7976,BRA,1966,FEOLA Vicente (BRA)
7977,POR,1966,GLORIA Otto (BRA)
7978,BRA,1966,FEOLA Vicente (BRA)
7979,POR,1966,GLORIA Otto (BRA)
7980,BRA,1966,FEOLA Vicente (BRA)
7981,POR,1966,GLORIA Otto (BRA)
7982,BRA,1966,FEOLA Vicente (BRA)
7983,POR,1966,GLORIA Otto (BRA)
7984,BRA,1966,FEOLA Vicente (BRA)
7985,POR,1966,GLORIA Otto (BRA)
7986,BRA,1966,FEOLA Vicente (BRA)
7987,POR,1966,GLORIA Otto (BRA)
7988,BRA,1966,FEOLA Vicente (BRA)
7989,POR,1966,GLORIA Otto (BRA)
7990,BRA,1966,FEOLA Vicente (BRA)
7991,POR,1966,GLORIA Otto (BRA)
7992,BRA,1966,FEOLA Vicente (BRA)
7993,PRK,1966,MYUNG Rye Hyun (PRK)
7994,ITA,1966,FABBRI Edmondo (ITA)
7995,PRK,1966,MYUNG Rye Hyun (PRK)
7996,ITA,1966,FABBRI Edmondo (ITA)
7997,PRK,1966,MYUNG Rye Hyun (PRK)
7998,ITA,1966,FABBRI Edmondo (ITA)
7999,PRK,1966,MYUNG Rye Hyun (PRK)
8000,ITA,1966,FABBRI Edmondo (ITA)
8001,PRK,1966,MYUNG Rye Hyun (PRK)
8002,ITA,1966,FABBRI Edmondo (ITA)
8003,PRK,1966,MYUNG Rye Hyun (PRK)
8004,ITA,1966,FABBRI Edmondo (ITA)
8005,PRK,1966,MYUNG Rye Hyun (PRK)
8006,ITA,1966,FABBRI Edmondo (ITA)
8007,PRK,1966,MYUNG Rye Hyun (PRK)
8008,ITA,1966,FABBRI Edmondo (ITA)
8009,PRK,1966,MYUNG Rye Hyun (PRK)
8010,ITA,1966,FABBRI Edmondo (ITA)
8011,PRK,1966,MYUNG Rye Hyun (PRK)
8012,ITA,1966,FABBRI Edmondo (ITA)
8013,PRK,1966,MYUNG Rye Hyun (PRK)
8014,ITA,1966,FABBRI Edmondo (ITA)
8015,PRK,1966,MYUNG Rye Hyun (PRK)
8016,ITA,1966,FABBRI Edmondo (ITA)
8017,PRK,1966,MYUNG Rye Hyun (PRK)
8018,ITA,1966,FABBRI Edmondo (ITA)
8019,PRK,1966,MYUNG Rye Hyun (PRK)
8020,ITA,1966,FABBRI Edmondo (ITA)
8021,PRK,1966,MYUNG Rye Hyun (PRK)
8022,ITA,1966,FABBRI Edmondo (ITA)
8023,PRK,1966,MYUNG Rye Hyun (PRK)
8024,ITA,1966,FABBRI Edmondo (ITA)
8025,PRK,1966,MYUNG Rye Hyun (PRK)
8026,ITA,1966,FABBRI Edmondo (ITA)
8027,PRK,1966,MYUNG Rye Hyun (PRK)
8028,ITA,1966,FABBRI Edmondo (ITA)
8029,PRK,1966,MYUNG Rye Hyun (PRK)
8030,ITA,1966,FABBRI Edmondo (ITA)
8031,PRK,1966,MYUNG Rye Hyun (PRK)
8032,ITA,1966,FABBRI Edmondo (ITA)
8033,PRK,1966,MYUNG Rye Hyun (PRK)
8034,ITA,1966,FABBRI Edmondo (ITA)
8035,PRK,1966,MYUNG Rye Hyun (PRK)
8036,ITA,1966,FABBRI Edmondo (ITA)
8037,ENG,1966,RAMSEY Alf (ENG)
8038,FRA,1966,GUERIN Henri (FRA)
8039,ENG,1966,RAMSEY Alf (ENG)
8040,FRA,1966,GUERIN Henri (FRA)
8041,ENG,1966,RAMSEY Alf (ENG)
8042,FRA,1966,GUERIN Henri (FRA)
8043,ENG,1966,RAMSEY Alf (ENG)
8044,FRA,1966,GUERIN Henri (FRA)
8045,ENG,1966,RAMSEY Alf (ENG)
8046,FRA,1966,GUERIN Henri (FRA)
8047,ENG,1966,RAMSEY Alf (ENG)
8048,FRA,1966,GUERIN Henri (FRA)
8049,ENG,1966,RAMSEY Alf (ENG)
8050,FRA,1966,GUERIN Henri (FRA)
8051,ENG,1966,RAMSEY Alf (ENG)
8052,FRA,1966,GUERIN Henri (FRA)
8053,ENG,1966,RAMSEY Alf (ENG)
8054,FRA,1966,GUERIN Henri (FRA)
8055,ENG,1966,RAMSEY Alf (ENG)
8056,FRA,1966,GUERIN Henri (FRA)
8057,ENG,1966,RAMSEY Alf (ENG)
8058,FRA,1966,GUERIN Henri (FRA)
8059,ENG,1966,RAMSEY Alf (ENG)
8060,FRA,1966,GUERIN Henri (FRA)
8061,ENG,1966,RAMSEY Alf (ENG)
8062,FRA,1966,GUERIN Henri (FRA)
8063,ENG,1966,RAMSEY Alf (ENG)
8064,FRA,1966,GUERIN Henri (FRA)
8065,ENG,1966,RAMSEY Alf (ENG)
8066,FRA,1966,GUERIN Henri (FRA)
8067,ENG,1966,RAMSEY Alf (ENG)
8068,FRA,1966,GUERIN Henri (FRA)
8069,ENG,1966,RAMSEY Alf (ENG)
8070,FRA,1966,GUERIN Henri (FRA)
8071,ENG,1966,RAMSEY Alf (ENG)
8072,FRA,1966,GUERIN Henri (FRA)
8073,ENG,1966,RAMSEY Alf (ENG)
8074,FRA,1966,GUERIN Henri (FRA)
8075,ENG,1966,RAMSEY Alf (ENG)
8076,FRA,1966,GUERIN Henri (FRA)
8077,ENG,1966,RAMSEY Alf (ENG)
8078,FRA,1966,GUERIN Henri (FRA)
8079,ENG,1966,RAMSEY Alf (ENG)
8080,FRA,1966,GUERIN Henri (FRA)
8081,HUN,1966,BAROTI Lajos (HUN)
8082,BUL,1966,VYTLACIL Rudolf (TCH)
8083,HUN,1966,BAROTI Lajos (HUN)
8084,BUL,1966,VYTLACIL Rudolf (TCH)
8085,HUN,1966,BAROTI Lajos (HUN)
8086,BUL,1966,VYTLACIL Rudolf (TCH)
8087,HUN,1966,BAROTI Lajos (HUN)
8088,BUL,1966,VYTLACIL Rudolf (TCH)
8089,HUN,1966,BAROTI Lajos (HUN)
8090,BUL,1966,VYTLACIL Rudolf (TCH)
8091,HUN,1966,BAROTI Lajos (HUN)
8092,BUL,1966,VYTLACIL Rudolf (TCH)
8093,HUN,1966,BAROTI Lajos (HUN)
8094,BUL,1966,VYTLACIL Rudolf (TCH)
8095,HUN,1966,BAROTI Lajos (HUN)
8096,BUL,1966,VYTLACIL Rudolf (TCH)
8097,HUN,1966,BAROTI Lajos (HUN)
8098,BUL,1966,VYTLACIL Rudolf (TCH)
8099,HUN,1966,BAROTI Lajos (HUN)
8100,BUL,1966,VYTLACIL Rudolf (TCH)
8101,HUN,1966,BAROTI Lajos (HUN)
8102,BUL,1966,VYTLACIL Rudolf (TCH)
8103,HUN,1966,BAROTI Lajos (HUN)
8104,BUL,1966,VYTLACIL Rudolf (TCH)
8105,HUN,1966,BAROTI Lajos (HUN)
8106,BUL,1966,VYTLACIL Rudolf (TCH)
8107,HUN,1966,BAROTI Lajos (HUN)
8108,BUL,1966,VYTLACIL Rudolf (TCH)
8109,HUN,1966,BAROTI Lajos (HUN)
8110,BUL,1966,VYTLACIL Rudolf (TCH)
8111,HUN,1966,BAROTI Lajos (HUN)
8112,BUL,1966,VYTLACIL Rudolf (TCH)
8113,HUN,1966,BAROTI Lajos (HUN)
8114,BUL,1966,VYTLACIL Rudolf (TCH)
8115,HUN,1966,BAROTI Lajos (HUN)
8116,BUL,1966,VYTLACIL Rudolf (TCH)
8117,HUN,1966,BAROTI Lajos (HUN)
8118,BUL,1966,VYTLACIL Rudolf (TCH)
8119,HUN,1966,BAROTI Lajos (HUN)
8120,BUL,1966,VYTLACIL Rudolf (TCH)
8121,HUN,1966,BAROTI Lajos (HUN)
8122,BUL,1966,VYTLACIL Rudolf (TCH)
8123,HUN,1966,BAROTI Lajos (HUN)
8124,BUL,1966,VYTLACIL Rudolf (TCH)
8125,FRG,1966,SCHOEN Helmut (FRG)
8126,ESP,1966,VILLALONGA Jose (ESP)
8127,FRG,1966,SCHOEN Helmut (FRG)
8128,ESP,1966,VILLALONGA Jose (ESP)
8129,FRG,1966,SCHOEN Helmut (FRG)
8130,ESP,1966,VILLALONGA Jose (ESP)
8131,FRG,1966,SCHOEN Helmut (FRG)
8132,ESP,1966,VILLALONGA Jose (ESP)
8133,FRG,1966,SCHOEN Helmut (FRG)
8134,ESP,1966,VILLALONGA Jose (ESP)
8135,FRG,1966,SCHOEN Helmut (FRG)
8136,ESP,1966,VILLALONGA Jose (ESP)
8137,FRG,1966,SCHOEN Helmut (FRG)
8138,ESP,1966,VILLALONGA Jose (ESP)
8139,FRG,1966,SCHOEN Helmut (FRG)
8140,ESP,1966,VILLALONGA Jose (ESP)
8141,FRG,1966,SCHOEN Helmut (FRG)
8142,ESP,1966,VILLALONGA Jose (ESP)
8143,FRG,1966,SCHOEN Helmut (FRG)
8144,ESP,1966,VILLALONGA Jose (ESP)
8145,FRG,1966,SCHOEN Helmut (FRG)
8146,ESP,1966,VILLALONGA Jose (ESP)
8147,FRG,1966,SCHOEN Helmut (FRG)
8148,ESP,1966,VILLALONGA Jose (ESP)
8149,FRG,1966,SCHOEN Helmut (FRG)
8150,ESP,1966,VILLALONGA Jose (ESP)
8151,FRG,1966,SCHOEN Helmut (FRG)
8152,ESP,1966,VILLALONGA Jose (ESP)
8153,FRG,1966,SCHOEN Helmut (FRG)
8154,ESP,1966,VILLALONGA Jose (ESP)
8155,FRG,1966,SCHOEN Helmut (FRG)
8156,ESP,1966,VILLALONGA Jose (ESP)
8157,FRG,1966,SCHOEN Helmut (FRG)
8158,ESP,1966,VILLALONGA Jose (ESP)
8159,FRG,1966,SCHOEN Helmut (FRG)
8160,ESP,1966,VILLALONGA Jose (ESP)
8161,FRG,1966,SCHOEN Helmut (FRG)
8162,ESP,1966,VILLALONGA Jose (ESP)
8163,FRG,1966,SCHOEN Helmut (FRG)
8164,ESP,1966,VILLALONGA Jose (ESP)
8165,FRG,1966,SCHOEN Helmut (FRG)
8166,ESP,1966,VILLALONGA Jose (ESP)
8167,FRG,1966,SCHOEN Helmut (FRG)
8168,ESP,1966,VILLALONGA Jose (ESP)
8169,URS,1966,MOROZOV Nikolai (URS)
8170,CHI,1966,ALAMOS Luis (CHI)
8171,URS,1966,MOROZOV Nikolai (URS)
8172,CHI,1966,ALAMOS Luis (CHI)
8173,URS,1966,MOROZOV Nikolai (URS)
8174,CHI,1966,ALAMOS Luis (CHI)
8175,URS,1966,MOROZOV Nikolai (URS)
8176,CHI,1966,ALAMOS Luis (CHI)
8177,URS,1966,MOROZOV Nikolai (URS)
8178,CHI,1966,ALAMOS Luis (CHI)
8179,URS,1966,MOROZOV Nikolai (URS)
8180,CHI,1966,ALAMOS Luis (CHI)
8181,URS,1966,MOROZOV Nikolai (URS)
8182,CHI,1966,ALAMOS Luis (CHI)
8183,URS,1966,MOROZOV Nikolai (URS)
8184,CHI,1966,ALAMOS Luis (CHI)
8185,URS,1966,MOROZOV Nikolai (URS)
8186,CHI,1966,ALAMOS Luis (CHI)
8187,URS,1966,MOROZOV Nikolai (URS)
8188,CHI,1966,ALAMOS Luis (CHI)
8189,URS,1966,MOROZOV Nikolai (URS)
8190,CHI,1966,ALAMOS Luis (CHI)
8191,URS,1966,MOROZOV Nikolai (URS)
8192,CHI,1966,ALAMOS Luis (CHI)
8193,URS,1966,MOROZOV Nikolai (URS)
8194,CHI,1966,ALAMOS Luis (CHI)
8195,URS,1966,MOROZOV Nikolai (URS)
8196,CHI,1966,ALAMOS Luis (CHI)
8197,URS,1966,MOROZOV Nikolai (URS)
8198,CHI,1966,ALAMOS Luis (CHI)
8199,URS,1966,MOROZOV Nikolai (URS)
8200,CHI,1966,ALAMOS Luis (CHI)
8201,URS,1966,MOROZOV Nikolai (URS)
8202,CHI,1966,ALAMOS Luis (CHI)
8203,URS,1966,MOROZOV Nikolai (URS)
8204,CHI,1966,ALAMOS Luis (CHI)
8205,URS,1966,MOROZOV Nikolai (URS)
8206,CHI,1966,ALAMOS Luis (CHI)
8207,URS,1966,MOROZOV Nikolai (URS)
8208,CHI,1966,ALAMOS Luis (CHI)
8209,URS,1966,MOROZOV Nikolai (URS)
8210,CHI,1966,ALAMOS Luis (CHI)
8211,URS,1966,MOROZOV Nikolai (URS)
8212,CHI,1966,ALAMOS Luis (CHI)
8213,ENG,1966,RAMSEY Alf (ENG)
8214,ARG,1966,LORENZO Juan Carlos (ARG)
8215,ENG,1966,RAMSEY Alf (ENG)
8216,ARG,1966,LORENZO Juan Carlos (ARG)
8217,ENG,1966,RAMSEY Alf (ENG)
8218,ARG,1966,LORENZO Juan Carlos (ARG)
8219,ENG,1966,RAMSEY Alf (ENG)
8220,ARG,1966,LORENZO Juan Carlos (ARG)
8221,ENG,1966,RAMSEY Alf (ENG)
8222,ARG,1966,LORENZO Juan Carlos (ARG)
8223,ENG,1966,RAMSEY Alf (ENG)
8224,ARG,1966,LORENZO Juan Carlos (ARG)
8225,ENG,1966,RAMSEY Alf (ENG)
8226,ARG,1966,LORENZO Juan Carlos (ARG)
8227,ENG,1966,RAMSEY Alf (ENG)
8228,ARG,1966,LORENZO Juan Carlos (ARG)
8229,ENG,1966,RAMSEY Alf (ENG)
8230,ARG,1966,LORENZO Juan Carlos (ARG)
8231,ENG,1966,RAMSEY Alf (ENG)
8232,ARG,1966,LORENZO Juan Carlos (ARG)
8233,ENG,1966,RAMSEY Alf (ENG)
8234,ARG,1966,LORENZO Juan Carlos (ARG)
8235,ENG,1966,RAMSEY Alf (ENG)
8236,ARG,1966,LORENZO Juan Carlos (ARG)
8237,ENG,1966,RAMSEY Alf (ENG)
8238,ARG,1966,LORENZO Juan Carlos (ARG)
8239,ENG,1966,RAMSEY Alf (ENG)
8240,ARG,1966,LORENZO Juan Carlos (ARG)
8241,ENG,1966,RAMSEY Alf (ENG)
8242,ARG,1966,LORENZO Juan Carlos (ARG)
8243,ENG,1966,RAMSEY Alf (ENG)
8244,ARG,1966,LORENZO Juan Carlos (ARG)
8245,ENG,1966,RAMSEY Alf (ENG)
8246,ARG,1966,LORENZO Juan Carlos (ARG)
8247,ENG,1966,RAMSEY Alf (ENG)
8248,ARG,1966,LORENZO Juan Carlos (ARG)
8249,ENG,1966,RAMSEY Alf (ENG)
8250,ARG,1966,LORENZO Juan Carlos (ARG)
8251,ENG,1966,RAMSEY Alf (ENG)
8252,ARG,1966,LORENZO Juan Carlos (ARG)
8253,ENG,1966,RAMSEY Alf (ENG)
8254,ARG,1966,LORENZO Juan Carlos (ARG)
8255,ENG,1966,RAMSEY Alf (ENG)
8256,ARG,1966,LORENZO Juan Carlos (ARG)
8257,FRG,1966,SCHOEN Helmut (FRG)
8258,URU,1966,VIERA Ondino (URU)
8259,FRG,1966,SCHOEN Helmut (FRG)
8260,URU,1966,VIERA Ondino (URU)
8261,FRG,1966,SCHOEN Helmut (FRG)
8262,URU,1966,VIERA Ondino (URU)
8263,FRG,1966,SCHOEN Helmut (FRG)
8264,URU,1966,VIERA Ondino (URU)
8265,FRG,1966,SCHOEN Helmut (FRG)
8266,URU,1966,VIERA Ondino (URU)
8267,FRG,1966,SCHOEN Helmut (FRG)
8268,URU,1966,VIERA Ondino (URU)
8269,FRG,1966,SCHOEN Helmut (FRG)
8270,URU,1966,VIERA Ondino (URU)
8271,FRG,1966,SCHOEN Helmut (FRG)
8272,URU,1966,VIERA Ondino (URU)
8273,FRG,1966,SCHOEN Helmut (FRG)
8274,URU,1966,VIERA Ondino (URU)
8275,FRG,1966,SCHOEN Helmut (FRG)
8276,URU,1966,VIERA Ondino (URU)
8277,FRG,1966,SCHOEN Helmut (FRG)
8278,URU,1966,VIERA Ondino (URU)
8279,FRG,1966,SCHOEN Helmut (FRG)
8280,URU,1966,VIERA Ondino (URU)
8281,FRG,1966,SCHOEN Helmut (FRG)
8282,URU,1966,VIERA Ondino (URU)
8283,FRG,1966,SCHOEN Helmut (FRG)
8284,URU,1966,VIERA Ondino (URU)
8285,FRG,1966,SCHOEN Helmut (FRG)
8286,URU,1966,VIERA Ondino (URU)
8287,FRG,1966,SCHOEN Helmut (FRG)
8288,URU,1966,VIERA Ondino (URU)
8289,FRG,1966,SCHOEN Helmut (FRG)
8290,URU,1966,VIERA Ondino (URU)
8291,FRG,1966,SCHOEN Helmut (FRG)
8292,URU,1966,VIERA Ondino (URU)
8293,FRG,1966,SCHOEN Helmut (FRG)
8294,URU,1966,VIERA Ondino (URU)
8295,FRG,1966,SCHOEN Helmut (FRG)
8296,URU,1966,VIERA Ondino (URU)
8297,FRG,1966,SCHOEN Helmut (FRG)
8298,URU,1966,VIERA Ondino (URU)
8299,FRG,1966,SCHOEN Helmut (FRG)
8300,URU,1966,VIERA Ondino (URU)
8301,URS,1966,MOROZOV Nikolai (URS)
8302,HUN,1966,BAROTI Lajos (HUN)
8303,URS,1966,MOROZOV Nikolai (URS)
8304,HUN,1966,BAROTI Lajos (HUN)
8305,URS,1966,MOROZOV Nikolai (URS)
8306,HUN,1966,BAROTI Lajos (HUN)
8307,URS,1966,MOROZOV Nikolai (URS)
8308,HUN,1966,BAROTI Lajos (HUN)
8309,URS,1966,MOROZOV Nikolai (URS)
8310,HUN,1966,BAROTI Lajos (HUN)
8311,URS,1966,MOROZOV Nikolai (URS)
8312,HUN,1966,BAROTI Lajos (HUN)
8313,URS,1966,MOROZOV Nikolai (URS)
8314,HUN,1966,BAROTI Lajos (HUN)
8315,URS,1966,MOROZOV Nikolai (URS)
8316,HUN,1966,BAROTI Lajos (HUN)
8317,URS,1966,MOROZOV Nikolai (URS)
8318,HUN,1966,BAROTI Lajos (HUN)
8319,URS,1966,MOROZOV Nikolai (URS)
