MatchID,country_id,Locality
243.0,ITA,Home
197.0,GER,Home
103.0,ENG,Home
28.0,ITA,Home
159.0,GER,Home
162.0,ITA,Home
27.0,GER,Home
3050.0,ESP,Home
3049.0,GER,Home
3051.0,USA,Home
3052.0,ITA,Home
3053.0,COL,Home
3054.0,BEL,Home
3055.0,NOR,Home
3056.0,CMR,Home
3058.0,NED,Home
3057.0,BRA,Home
3059.0,ARG,Home
3061.0,NGA,Home
3060.0,GER,Home
3062.0,ROU,Home
3063.0,USA,Home
3064.0,ITA,Home
3065.0,KOR,Home
3066.0,MEX,Home
3068.0,SWE,Home
3067.0,BRA,Home
3069.0,BEL,Home
3070.0,KSA,Home
3071.0,ARG,Home
3072.0,BUL,Home
3073.0,USA,Home
3074.0,SUI,Home
3076.0,GER,Home
3075.0,BOL,Home
3077.0,IRL,Home
3080.0,BRA,Home
3078.0,ITA,Home
3079.0,RUS,Home
3081.0,MAR,Home
3082.0,BEL,Home
3083.0,GRE,Home
3084.0,ARG,Home
3085.0,GER,Home
3086.0,ESP,Home
3087.0,KSA,Home
3088.0,ROU,Home
3089.0,NED,Home
3090.0,BRA,Home
3091.0,NGA,Home
3092.0,MEX,Home
3097.0,ITA,Home
3098.0,NED,Home
3096.0,BUL,Home
3095.0,ROU,Home
3100.0,BUL,Home
3099.0,SWE,Home
3103.0,SWE,Home
3104.0,BRA,Home
4000.0,BRA,Home
8725.0,MAR,Home
8726.0,ITA,Home
8727.0,CMR,Home
8728.0,PAR,Home
8729.0,KSA,Home
8730.0,FRA,Home
8731.0,ESP,Home
8732.0,KOR,Home
8733.0,NED,Home
8734.0,ARG,Home
8735.0,YUG,Home
8736.0,JAM,Home
8740.0,ENG,Home
8739.0,ROU,Home
8738.0,GER,Home
8741.0,SCO,Home
8742.0,BRA,Home
8743.0,CHI,Home
8744.0,ITA,Home
8746.0,RSA,Home
8745.0,FRA,Home
8747.0,NGA,Home
8748.0,ESP,Home
8751.0,JPN,Home
8750.0,BEL,Home
8749.0,NED,Home
8753.0,GER,Home
8752.0,ARG,Home
8754.0,USA,Home
8755.0,COL,Home
8756.0,ROU,Home
8757.0,ITA,Home
8760.0,CHI,Home
8758.0,SCO,Home
8759.0,BRA,Home
8762.0,FRA,Home
8764.0,RSA,Home
8761.0,ESP,Home
8763.0,NGA,Home
8765.0,BEL,Home
8766.0,NED,Home
8767.0,GER,Home
8768.0,USA,Home
8771.0,JPN,Home
8772.0,ARG,Home
8769.0,ROU,Home
8770.0,COL,Home
8774.0,ITA,Home
8773.0,BRA,Home
8776.0,FRA,Home
8775.0,NGA,Home
8777.0,GER,Home
8778.0,NED,Home
8780.0,ROU,Home
8779.0,ARG,Home
8781.0,ITA,Home
8782.0,BRA,Home
8784.0,NED,Home
8783.0,GER,Home
8785.0,BRA,Home
8786.0,FRA,Home
8787.0,NED,Home
8788.0,BRA,Home
43950001.0,FRA,Home
43950003.0,URU,Home
43950002.0,IRL,Home
43950004.0,GER,Home
43950007.0,ARG,Home
43950006.0,PAR,Home
43950005.0,ENG,Home
43950008.0,ESP,Home
43950010.0,BRA,Home
43950011.0,ITA,Home
43950009.0,CRO,Home
43950012.0,CHN,Home
43950013.0,JPN,Home
43950014.0,KOR,Home
43950015.0,RUS,Home
43950016.0,USA,Home
43950017.0,GER,Home
43950020.0,DEN,Home
43950019.0,CMR,Home
43950018.0,FRA,Home
43950021.0,SWE,Home
43950023.0,ARG,Home
43950022.0,ESP,Home
43950024.0,RSA,Home
43950026.0,BRA,Home
43950025.0,ITA,Home
43950028.0,CRC,Home
43950029.0,JPN,Home
43950027.0,MEX,Home
43950030.0,KOR,Home
43950032.0,POR,Home
43950031.0,TUN,Home
43950033.0,DEN,Home
43950034.0,SEN,Home
43950036.0,KSA,Home
43950035.0,CMR,Home
43950037.0,SWE,Home
43950038.0,NGA,Home
43950040.0,SVN,Home
43950039.0,RSA,Home
43950041.0,CRC,Home
43950042.0,TUR,Home
43950044.0,ECU,Home
43950043.0,MEX,Home
43950045.0,TUN,Home
43950047.0,POR,Home
43950048.0,POL,Home
43950046.0,BEL,Home
43950050.0,DEN,Home
43950049.0,GER,Home
43950052.0,ESP,Home
43950051.0,SWE,Home
43950054.0,BRA,Home
43950053.0,MEX,Home
43950055.0,JPN,Home
43950056.0,KOR,Home
43950057.0,ENG,Home
43950058.0,GER,Home
43950060.0,SEN,Home
43950059.0,ESP,Home
43950061.0,GER,Home
43950062.0,BRA,Home
43950063.0,KOR,Home
43950064.0,GER,Home
97410001.0,GER,Home
97410002.0,POL,Home
97410003.0,ENG,Home
97410004.0,TRI,Home
97410005.0,ARG,Home
97410006.0,SCG,Home
97410007.0,MEX,Home
97410008.0,ANG,Home
97410012.0,AUS,Home
97410010.0,USA,Home
97410009.0,ITA,Home
97410014.0,KOR,Home
97410013.0,FRA,Home
97410011.0,BRA,Home
97410015.0,ESP,Home
97410016.0,TUN,Home
97410017.0,GER,Home
97410018.0,ECU,Home
97410019.0,ENG,Home
97410020.0,SWE,Home
97410021.0,ARG,Home
97410022.0,NED,Home
97410023.0,MEX,Home
97410024.0,POR,Home
97410026.0,CZE,Home
97410025.0,ITA,Home
97410028.0,JPN,Home
97410027.0,BRA,Home
97410029.0,FRA,Home
97410030.0,TOG,Home
97410032.0,KSA,Home
97410031.0,ESP,Home
97410033.0,ECU,Home
97410034.0,CRC,Home
97410035.0,SWE,Home
97410036.0,PAR,Home
97410040.0,IRN,Home
97410039.0,POR,Home
97410037.0,NED,Home
97410038.0,CIV,Home
97410041.0,CZE,Home
97410042.0,GHA,Home
97410043.0,JPN,Home
97410044.0,CRO,Home
97410048.0,UKR,Home
97410047.0,KSA,Home
97410045.0,TOG,Home
97410046.0,SUI,Home
97410049.0,GER,Home
97410050.0,ARG,Home
97410051.0,ENG,Home
97410052.0,POR,Home
97410053.0,ITA,Home
97410054.0,SUI,Home
97410055.0,BRA,Home
97410056.0,ESP,Home
97410057.0,GER,Home
97410058.0,ITA,Home
97410059.0,ENG,Home
97410060.0,BRA,Home
97410061.0,GER,Home
97410062.0,POR,Home
97410063.0,GER,Home
97410064.0,ITA,Home
300061454.0,RSA,Home
300061453.0,URU,Home
300061459.0,KOR,Home
300061460.0,ARG,Home
300061466.0,ENG,Home
300061465.0,ALG,Home
300061471.0,SRB,Home
300111116.0,GER,Home
300061478.0,NED,Home
300061477.0,JPN,Home
300061484.0,ITA,Home
300061483.0,NZL,Home
300061489.0,CIV,Home
300061490.0,BRA,Home
300061495.0,HON,Home
300111112.0,ESP,Home
300061452.0,RSA,Home
300061458.0,ARG,Home
300061457.0,GRE,Home
300061451.0,FRA,Home
300061470.0,GER,Home
300061463.0,SVN,Home
300061464.0,ENG,Home
300111117.0,NED,Home
300061469.0,GHA,Home
300061475.0,CMR,Home
300061481.0,SVK,Home
300061482.0,ITA,Home
300061488.0,BRA,Home
300061487.0,POR,Home
300061493.0,CHI,Home
300061494.0,ESP,Home
300061450.0,MEX,Home
300061449.0,FRA,Home
300111115.0,NGA,Home
300061455.0,GRE,Home
300061462.0,SVN,Home
300061461.0,USA,Home
300061468.0,GHA,Home
300061467.0,AUS,Home
300061480.0,SVK,Home
300061479.0,PAR,Home
300061474.0,DEN,Home
300061473.0,CMR,Home
300111111.0,POR,Home
300061486.0,PRK,Home
300061491.0,CHI,Home
300061492.0,SUI,Home
300061504.0,URU,Home
300061503.0,USA,Home
300061501.0,GER,Home
300061502.0,ARG,Home
300111113.0,NED,Home
300061500.0,BRA,Home
300061497.0,PAR,Home
300061498.0,ESP,Home
300061507.0,NED,Home
300061508.0,URU,Home
300061505.0,ARG,Home
300061506.0,PAR,Home
300061512.0,URU,Home
300111114.0,GER,Home
300061510.0,URU,Home
300061509.0,NED,Home
300186456.0,BRA,Home
300186492.0,MEX,Home
300186510.0,ESP,Home
300186473.0,CHI,Home
300186471.0,COL,Home
300186489.0,URU,Home
300186513.0,ENG,Home
300186507.0,CIV,Home
300186494.0,SUI,Home
300186496.0,FRA,Home
300186477.0,ARG,Home
300186475.0,GER,Home
300186505.0,IRN,Home
300186512.0,GHA,Home
300186479.0,BEL,Home
300186509.0,BRA,Home
300186499.0,RUS,Home
300186478.0,AUS,Home
300186498.0,ESP,Home
300186453.0,CMR,Home
300186468.0,COL,Home
300186486.0,URU,Home
300186454.0,JPN,Home
300186500.0,ITA,Home
300186514.0,SUI,Home
300186463.0,HON,Home
300186466.0,ARG,Home
300186493.0,GER,Home
300186511.0,NGA,Home
300186481.0,BEL,Home
300186495.0,KOR,Home
300186483.0,USA,Home
300186467.0,AUS,Home
300186470.0,NED,Home
300186472.0,CMR,Home
300186452.0,CRO,Home
300186465.0,ITA,Home
300186484.0,CRC,Home
300186457.0,JPN,Home
300186455.0,GRE,Home
300186458.0,NGA,Home
300186464.0,BIH,Home
300186482.0,HON,Home
300186515.0,ECU,Home
300186469.0,USA,Home
300186476.0,POR,Home
300186480.0,KOR,Home
300186506.0,ALG,Home
300186487.0,BRA,Home
300186491.0,COL,Home
300186462.0,FRA,Home
300186460.0,GER,Home
300186461.0,BRA,Home
300186485.0,FRA,Home
300186474.0,BRA,Home
300186502.0,BRA,Home
300186501.0,GER,Home
300186490.0,NED,Home
300186488.0,NED,Home
300186504.0,ARG,Home
300186508.0,NED,Home
300186459.0,CRC,Home
300186503.0,ARG,Home
300186497.0,BEL,Home
300186487.0,BRA,Home
300186491.0,COL,Home
300186508.0,NED,Home
300186459.0,CRC,Home
300186462.0,FRA,Home
300186460.0,GER,Home
300186503.0,ARG,Home
300186497.0,BEL,Home
300186485.0,FRA,Home
300186461.0,BRA,Home
300186504.0,ARG,Home
300186488.0,NED,Home
300186474.0,BRA,Home
300186490.0,NED,Home
300186502.0,BRA,Home
300186501.0,GER,Home
1096.0,MEX,Away
1090.0,BEL,Away
1093.0,BRA,Away
1098.0,PER,Away
1085.0,FRA,Away
1095.0,MEX,Away
1092.0,BOL,Away
1097.0,PAR,Away
1099.0,PER,Away
1094.0,FRA,Away
1086.0,MEX,Away
1091.0,BOL,Away
1089.0,BEL,Away
1100.0,ROU,Away
1084.0,CHI,Away
1088.0,USA,Away
1101.0,YUG,Away
1087.0,ARG,Away
1104.0,FRA,Away
1119.0,EGY,Away
1133.0,NED,Away
1102.0,ARG,Away
1108.0,BEL,Away
1111.0,BRA,Away
1135.0,USA,Away
1141.0,ROU,Away
1143.0,SUI,Away
1129.0,SWE,Away
1122.0,ESP,Away
1106.0,HUN,Away
1123.0,ESP,Away
1107.0,AUT,Away
1130.0,GER,Away
1105.0,AUT,Away
1134.0,TCH,Away
1165.0,GER,Away
1173.0,INH,Away
1146.0,BEL,Away
1156.0,ROU,Away
1179.0,NOR,Away
1150.0,POL,Away
1172.0,NED,Away
1157.0,ROU,Away
1166.0,GER,Away
1152.0,TCH,Away
1175.0,SUI,Away
1158.0,CUB,Away
1164.0,FRA,Away
1153.0,TCH,Away
1176.0,SWE,Away
1149.0,BRA,Away
1151.0,SWE,Away
1174.0,HUN,Away
1187.0,MEX,Away
1192.0,CHI,Away
1208.0,USA,Away
1219.0,ITA,Away
1230.0,SUI,Away
1188.0,SUI,Away
1225.0,MEX,Away
1193.0,CHI,Away
1228.0,PAR,Away
1202.0,ENG,Away
1191.0,YUG,Away
1199.0,ENG,Away
1218.0,PAR,Away
1185.0,BOL,Away
1222.0,MEX,Away
1194.0,USA,Away
1207.0,ESP,Away
1189.0,SWE,Away
1186.0,ESP,Away
1231.0,SWE,Away
1206.0,ESP,Away
1190.0,BRA,Away
1315.0,TCH,Away
1236.0,SCO,Away
1249.0,MEX,Away
1276.0,FRA,Away
1283.0,TUR,Away
1294.0,KOR,Away
1240.0,BEL,Away
1300.0,ITA,Away
1313.0,SCO,Away
1238.0,TCH,Away
1275.0,MEX,Away
1252.0,YUG,Away
1277.0,GER,Away
1304.0,KOR,Away
1263.0,SUI,Away
1243.0,BEL,Away
1284.0,TUR,Away
1301.0,ITA,Away
1264.0,ENG,Away
1237.0,SUI,Away
1285.0,YUG,Away
1248.0,BRA,Away
1233.0,AUT,Away
1295.0,URU,Away
1239.0,URU,Away
1278.0,HUN,Away
1415.0,MEX,Away
1372.0,ENG,Away
1323.0,GER,Away
1407.0,WAL,Away
1386.0,PAR,Away
1434.0,SCO,Away
1326.0,AUT,Away
1421.0,TCH,Away
1339.0,ENG,Away
1418.0,WAL,Away
1423.0,SCO,Away
1388.0,FRA,Away
1332.0,AUT,Away
1391.0,TCH,Away
1324.0,NIR,Away
1406.0,HUN,Away
1438.0,WAL,Away
1344.0,URS,Away
1389.0,NIR,Away
1403.0,MEX,Away
1426.0,YUG,Away
1387.0,SCO,Away
1327.0,AUT,Away
1325.0,ARG,Away
1373.0,ENG,Away
1422.0,TCH,Away
1408.0,HUN,Away
1345.0,WAL,Away
1392.0,YUG,Away
1437.0,URS,Away
1385.0,NIR,Away
1390.0,GER,Away
1340.0,FRA,Away
1382.0,GER,Away
1343.0,SWE,Away
1479.0,COL,Away
1461.0,MEX,Away
1447.0,BUL,Away
1473.0,SUI,Away
1563.0,YUG,Away
1498.0,ESP,Away
1490.0,ENG,Away
1507.0,ITA,Away
1564.0,URU,Away
1462.0,TCH,Away
1450.0,ARG,Away
1472.0,ITA,Away
1478.0,COL,Away
1497.0,MEX,Away
1470.0,BUL,Away
1510.0,SUI,Away
1562.0,URU,Away
1460.0,ESP,Away
1451.0,ARG,Away
1471.0,CHI,Away
1480.0,COL,Away
1544.0,TCH,Away
1464.0,BUL,Away
1532.0,SUI,Away
1474.0,URS,Away
1459.0,ENG,Away
1525.0,HUN,Away
1511.0,GER,Away
1559.0,YUG,Away
1458.0,CHI,Away
1475.0,YUG,Away
1463.0,TCH,Away
1636.0,URU,Away
1656.0,SUI,Away
1596.0,BUL,Away
1710.0,PRK,Away
1650.0,MEX,Away
1675.0,HUN,Away
1578.0,ESP,Away
1608.0,CHI,Away
1653.0,FRA,Away
1641.0,SUI,Away
1597.0,BRA,Away
1609.0,CHI,Away
1602.0,BUL,Away
1579.0,ARG,Away
1682.0,ITA,Away
1634.0,MEX,Away
1689.0,MEX,Away
1582.0,SUI,Away
1598.0,BRA,Away
1679.0,ITA,Away
1632.0,FRA,Away
1599.0,BUL,Away
1637.0,ESP,Away
1610.0,CHI,Away
1577.0,ARG,Away
1660.0,URU,Away
1676.0,HUN,Away
1702.0,PRK,Away
1659.0,URS,Away
1635.0,POR,Away
1709.0,URS,Away
1633.0,GER,Away
1902.0,URS,Away
1881.0,ISR,Away
1780.0,BUL,Away
1812.0,ROU,Away
1883.0,SWE,Away
1839.0,MAR,Away
1770.0,TCH,Away
1747.0,SLV,Away
1884.0,ITA,Away
1893.0,MAR,Away
1919.0,TCH,Away
1753.0,BEL,Away
1880.0,ISR,Away
1774.0,BUL,Away
1764.0,ENG,Away
1820.0,SLV,Away
1922.0,URU,Away
1840.0,PER,Away
1769.0,ROU,Away
1823.0,SLV,Away
1877.0,ISR,Away
1779.0,MAR,Away
1813.0,TCH,Away
1752.0,BEL,Away
1882.0,MEX,Away
1811.0,ENG,Away
1768.0,PER,Away
1925.0,URS,Away
1771.0,URU,Away
1838.0,GER,Away
1843.0,URU,Away
1765.0,ITA,Away
1986.0,YUG,Away
2003.0,CHI,Away
1955.0,AUS,Away
2176.0,SCO,Away
2098.0,NED,Away
1995.0,BUL,Away
2083.0,HAI,Away
1952.0,ARG,Away
1954.0,GER,Away
1985.0,BRA,Away
2004.0,GDR,Away
2186.0,ZAI,Away
2097.0,SWE,Away
1996.0,URU,Away
2085.0,POL,Away
1949.0,ITA,Away
2175.0,YUG,Away
1953.0,CHI,Away
1987.0,BRA,Away
2062.0,GER,Away
1990.0,NED,Away
1947.0,HAI,Away
2181.0,URU,Away
2129.0,ITA,Away
2066.0,GER,Away
1982.0,GDR,Away
1948.0,ARG,Away
2167.0,POL,Away
1945.0,BRA,Away
2170.0,YUG,Away
2067.0,NED,Away
2065.0,SWE,Away
2064.0,GER,Away
1983.0,BRA,Away
1946.0,GDR,Away
2182.0,YUG,Away
1984.0,POL,Away
2063.0,GER,Away
2351.0,POL,Away
2347.0,FRA,Away
2433.0,MEX,Away
2199.0,HUN,Away
2253.0,BRA,Away
2216.0,ESP,Away
2451.0,SCO,Away
2388.0,IRN,Away
2396.0,HUN,Away
2454.0,TUN,Away
2350.0,MEX,Away
2197.0,FRA,Away
2246.0,ESP,Away
2224.0,SWE,Away
2408.0,IRN,Away
2394.0,PER,Away
2344.0,HUN,Away
2431.0,MEX,Away
2352.0,TUN,Away
2200.0,ARG,Away
2215.0,AUT,Away
2337.0,SWE,Away
2405.0,IRN,Away
2395.0,NED,Away
2349.0,ITA,Away
2220.0,AUT,Away
2251.0,PER,Away
2202.0,POL,Away
2450.0,PER,Away
2221.0,AUT,Away
2348.0,NED,Away
2196.0,BRA,Away
2391.0,ITA,Away
2217.0,GER,Away
2252.0,POL,Away
2201.0,PER,Away
2247.0,ITA,Away
2198.0,NED,Away
749.0,BEL,Away
995.0,POL,Away
791.0,URS,Away
833.0,CMR,Away
896.0,SLV,Away
1051.0,NZL,Away
741.0,ALG,Away
878.0,FRA,Away
901.0,HON,Away
764.0,AUT,Away
1012.0,KUW,Away
1044.0,NIR,Away
994.0,PER,Away
752.0,HUN,Away
790.0,SCO,Away
834.0,CMR,Away
774.0,SLV,Away
1054.0,NZL,Away
813.0,CHI,Away
